2019-07-23 17:41:03,808 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@f0ef68d: startup date [Tue Jul 23 17:41:03 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-07-23 17:42:31,088 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-23 17:42:31,095 | INFO  | Listening for connections at: mqtt://whisper-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-07-23 17:42:31,096 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-23 17:42:31,102 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-07-23 17:42:31,138 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-07-23 17:42:31,211 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@701d2ce9{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-07-23 17:42:31,276 | INFO  | Listening for connections at ws://whisper-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-07-23 17:42:31,278 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-23 17:42:31,279 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:whisper-PC-60922-1563874950844-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-23 17:42:31,281 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-23 17:42:31,285 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: F:\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb only has 73586 mb of usable space. - resetting to maximum available disk space: 73586 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-23 17:42:32,171 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2019-07-23 17:42:32,346 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-07-23 17:42:32,347 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-07-23 17:42:32,428 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2019-07-23 17:42:32,650 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2019-07-23 17:42:32,921 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2019-07-24 09:05:27,155 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@3af43365: startup date [Wed Jul 24 09:05:27 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-07-24 09:05:30,010 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[F:\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-24 09:05:31,024 | INFO  | Page File: F:\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-07-24 09:05:31,086 | INFO  | Page File: F:\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-07-24 09:05:31,149 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2019-07-24 09:05:31,273 | INFO  | PListStore:[F:\apache-activemq-5.15.9\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-07-24 09:05:31,585 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:whisper-PC-49157-1563930331320-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-24 09:05:31,695 | INFO  | Listening for connections at: tcp://127.0.0.1:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-07-24 09:05:31,695 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-24 09:05:31,710 | INFO  | Listening for connections at: amqp://whisper-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-07-24 09:05:31,710 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-24 09:05:31,710 | INFO  | Listening for connections at: stomp://whisper-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-07-24 09:05:31,726 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-24 09:05:31,741 | INFO  | Listening for connections at: mqtt://whisper-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-07-24 09:05:31,741 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-24 09:05:31,788 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-07-24 09:05:31,913 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-07-24 09:05:32,022 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@378a105d{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-07-24 09:05:32,194 | INFO  | Listening for connections at ws://whisper-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-07-24 09:05:32,194 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-24 09:05:32,209 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:whisper-PC-49157-1563930331320-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-24 09:05:32,209 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-24 09:05:32,209 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: F:\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb only has 73586 mb of usable space. - resetting to maximum available disk space: 73586 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-24 09:05:34,050 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2019-07-24 09:05:34,534 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-07-24 09:05:34,534 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-07-24 09:05:34,737 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2019-07-24 09:05:35,314 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2019-07-24 09:05:35,719 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2019-07-24 18:01:10,263 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:whisper-PC-49157-1563930331320-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2019-07-24 18:01:10,263 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-07-24 18:01:10,263 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-07-24 18:01:10,263 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-07-24 18:01:10,263 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-07-24 18:01:10,622 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-07-24 18:01:10,653 | INFO  | PListStore:[F:\apache-activemq-5.15.9\bin\win64\..\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2019-07-24 18:01:10,653 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2019-07-24 18:01:10,668 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2019-07-24 18:01:10,731 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2019-07-24 18:01:11,402 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:whisper-PC-49157-1563930331320-0:1) uptime 8 hours 55 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2019-07-24 18:01:11,402 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:whisper-PC-49157-1563930331320-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2019-07-24 18:01:11,402 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@3af43365: startup date [Wed Jul 24 09:05:27 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2019-07-24 18:01:11,511 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
2019-07-26 09:06:33,347 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@f0ef68d: startup date [Fri Jul 26 09:06:33 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-07-26 09:06:35,905 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[F:\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-26 09:06:36,545 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2019-07-26 09:06:36,639 | INFO  | PListStore:[F:\apache-activemq-5.15.9\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-07-26 09:06:36,935 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:whisper-PC-49157-1564103196685-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-26 09:06:36,997 | INFO  | Listening for connections at: tcp://127.0.0.1:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-07-26 09:06:37,013 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-26 09:06:37,013 | INFO  | Listening for connections at: amqp://whisper-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-07-26 09:06:37,013 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-26 09:06:37,029 | INFO  | Listening for connections at: stomp://whisper-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-07-26 09:06:37,029 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-26 09:06:37,029 | INFO  | Listening for connections at: mqtt://whisper-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-07-26 09:06:37,044 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-26 09:06:37,060 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-07-26 09:06:37,169 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-07-26 09:06:37,278 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@129ce623{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-07-26 09:06:37,403 | INFO  | Listening for connections at ws://whisper-PC:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-07-26 09:06:37,403 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-26 09:06:37,403 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:whisper-PC-49157-1564103196685-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-26 09:06:37,403 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-26 09:06:37,403 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: F:\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb only has 73586 mb of usable space. - resetting to maximum available disk space: 73586 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-26 09:06:39,135 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2019-07-26 09:06:39,400 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-07-26 09:06:39,400 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-07-26 09:06:39,556 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2019-07-26 09:06:40,024 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2019-07-26 09:06:40,523 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2019-07-26 18:10:40,685 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:whisper-PC-49157-1564103196685-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2019-07-26 18:10:40,685 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-07-26 18:10:40,685 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-07-26 18:10:40,685 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-07-26 18:10:40,685 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: stomp://0.0.0.0:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2019-07-26 18:10:40,685 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-07-26 18:10:40,685 | INFO  | Could not accept connection during shutdown  : {} | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: stomp://0.0.0.0:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600
java.lang.InterruptedException
	at java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.reportInterruptAfterWait(Unknown Source)[:1.8.0_181]
	at java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(Unknown Source)[:1.8.0_181]
	at java.util.concurrent.LinkedBlockingQueue.poll(Unknown Source)[:1.8.0_181]
	at org.apache.activemq.transport.tcp.TcpTransportServer$1.run(TcpTransportServer.java:494)[activemq-client-5.15.9.jar:5.15.9]
	at java.lang.Thread.run(Unknown Source)[:1.8.0_181]
2019-07-26 18:10:41,325 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-07-26 18:10:41,403 | INFO  | PListStore:[F:\apache-activemq-5.15.9\bin\win64\..\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2019-07-26 18:10:41,434 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2019-07-26 18:10:41,434 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2019-07-26 18:10:41,465 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2019-07-26 18:10:41,918 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:whisper-PC-49157-1564103196685-0:1) uptime 9 hours 4 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2019-07-26 18:10:41,918 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:whisper-PC-49157-1564103196685-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2019-07-26 18:10:41,918 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@f0ef68d: startup date [Fri Jul 26 09:06:33 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2019-07-26 18:10:42,074 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
2019-07-28 09:08:49,988 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@671a4040: startup date [Sun Jul 28 09:08:49 CST 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-07-28 09:08:52,593 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[F:\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-28 09:08:53,389 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2019-07-28 09:08:53,483 | INFO  | PListStore:[F:\apache-activemq-5.15.9\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-07-28 09:08:53,795 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:whisper-PC-49157-1564276133529-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-07-28 09:08:53,873 | INFO  | Listening for connections at: tcp://127.0.0.1:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-07-28 09:08:53,888 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-28 09:08:53,888 | INFO  | Listening for connections at: amqp://whisper-PC:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-07-28 09:08:53,888 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-28 09:08:53,904 | INFO  | Listening for connections at: stomp://whisper-PC:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-07-28 09:08:53,904 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-07-28 09:08:53,904 | INFO  | Listening for connections at: mqtt://whisper-PC:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
